Date,Open,High,Low,Close,Volume
08/11/2024 - 00:00,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800
11/11/2024 - 00:00,224.20409384410638,224.90161465065876,220.7164746065314,223.4368133544922,42005600
12/11/2024 - 00:00,223.75568869738083,224.79200315214243,222.5698957238352,223.4368133544922,40398300
13/11/2024 - 00:00,223.2175800878685,225.84824072641777,221.97200184604,224.3236541748047,48566200
14/11/2024 - 00:00,224.22402706703753,228.06039910056816,224.20409355692922,227.41270446777344,44923900
15/11/2024 - 00:00,225.59912786989784,226.1172926822584,223.47667285882866,224.20408630371094,47923700
18/11/2024 - 00:00,224.4531886532215,228.92731096181708,224.37346982490487,227.21339416503906,44633700
19/11/2024 - 00:00,226.17708394083317,229.34584301691135,225.8582238051146,227.4724884033203,36211800
20/11/2024 - 00:00,227.25326410482543,229.11664435033194,225.0909420304879,228.18994140625,35169600
21/11/2024 - 00:00,228.07036655131708,229.34583747298603,224.9115819089953,227.71163940429688,42108300
22/11/2024 - 00:00,227.2532593649619,229.9038535446,227.2532593649619,229.05685424804688,38168300
25/11/2024 - 00:00,230.64124862727573,232.42491005721112,228.92733167542056,232.04624938964844,90152800
26/11/2024 - 00:00,232.50462429580293,234.73670603206307,232.50462429580293,234.22850036621094,45986200
27/11/2024 - 00:00,233.6405889619916,234.85627456038557,232.98291999142185,234.0989532470703,33498400
29/11/2024 - 00:00,233.979373326336,236.96876103246996,233.1423484177734,236.49046325683594,28481400
02/12/2024 - 00:00,236.4306920263062,239.93822952974793,236.32108052902282,238.7424774169922,48137100
03/12/2024 - 00:00,238.96170621081686,241.90126799408412,238.05492154808562,241.79165649414062,38861000
04/12/2024 - 00:00,242.01088645785893,243.2465056559754,240.3966217802532,242.150390625,44383900
05/12/2024 - 00:00,243.12691898237586,243.6749612569442,241.27349790971317,242.18026733398438,40033900
06/12/2024 - 00:00,242.0507319698173,243.7646488451358,241.2236661935451,241.98097229003906,36870600
09/12/2024 - 00:00,240.97455722335047,246.36542364679892,240.89483838917155,245.8771514892578,44649200
10/12/2024 - 00:00,246.0166626912396,247.33200068563022,244.47214254503118,246.8935546875,36914800
11/12/2024 - 00:00,247.08288910248365,249.91283942191654,245.38889040813984,245.6180877685547,45205800
12/12/2024 - 00:00,246.01666340683192,247.8601253939288,244.81093690846672,247.0828857421875,32777500
13/12/2024 - 00:00,246.9433725816478,248.40815863747187,245.36895982515324,247.2522735595703,33155300
16/12/2024 - 00:00,247.1127786134494,250.490786396497,246.7739697560149,250.1519775390625,51694800
17/12/2024 - 00:00,249.1953766416157,252.93211150871377,248.89643481128522,252.58334350585938,51356400
18/12/2024 - 00:00,251.26802371656945,253.38051965426092,246.86366065893745,247.1725616455078,56774100
19/12/2024 - 00:00,246.6245097734382,251.1085917693189,246.21595643132494,248.90640258789062,60882300
20/12/2024 - 00:00,247.16260139536695,254.09798847685343,244.82092317346877,253.5897979736328,147495300
23/12/2024 - 00:00,253.8688035675433,254.74568039470608,252.55346551957817,254.36703491210938,40858800
24/12/2024 - 00:00,254.58626151312842,257.2966260773909,254.386956808638,257.28668212890625,23234700
26/12/2024 - 00:00,257.27667867815336,259.1799258751944,256.7186620602343,258.1037292480469,27237100
27/12/2024 - 00:00,256.917949151404,257.78489719249416,252.16483330495137,254.68588256835938,42355300
30/12/2024 - 00:00,251.33775398934142,252.60326573181473,249.86299361835324,251.307861328125,35557500
31/12/2024 - 00:00,251.54702315387914,252.38404809530297,248.54766097322468,249.53416442871094,39480700
02/01/2025 - 00:00,248.0494437119358,248.21885574509324,240.96460876578237,242.9874267578125,55740700
03/01/2025 - 00:00,242.49916076660156,243.31625226562878,241.03435939639962,242.49916076660156,40244100
06/01/2025 - 00:00,243.4457849039297,246.45510633108967,242.33971076643533,244.1333465576172,45045600
07/01/2025 - 00:00,242.12049100282684,244.681407317594,240.496267218822,241.3532257080078,40856000
08/01/2025 - 00:00,241.06423680804883,242.84791342439922,239.20085656180404,241.8414764404297,37628900
10/01/2025 - 00:00,239.16100228470233,239.3104808095479,232.17580437363205,236.01219177246094,61710900
13/01/2025 - 00:00,232.7039288898965,233.8398957390806,228.90740850459227,233.5708465576172,49630700
14/01/2025 - 00:00,233.91960476413306,235.28475371553364,231.6476711610837,232.45480346679688,39435300
15/01/2025 - 00:00,233.80997931617492,238.11470496290485,233.60071548412043,237.02854919433594,39832000
16/01/2025 - 00:00,236.51041752509497,237.1680713225123,227.22337827123218,227.4525604248047,71759100
17/01/2025 - 00:00,231.2989028272768,231.4682996512766,227.67177943063626,229.16647338867188,68488300
21/01/2025 - 00:00,223.20762199269615,223.62613445935494,218.6039696546368,221.85243225097656,98070400
22/01/2025 - 00:00,219.01252087308487,223.3272060060417,219.01252087308487,223.03823852539062,64126500
23/01/2025 - 00:00,223.94503224654224,226.2269251350915,221.51366083038826,222.8688507080078,60234800
24/01/2025 - 00:00,223.9848686181573,224.831867935065,220.6267944226493,221.991943359375,54697900
27/01/2025 - 00:00,223.2275672861503,231.32879829775732,223.18770026542342,229.04690551757812,94863400
28/01/2025 - 00:00,230.03341371427896,239.3403714135585,229.99354669273774,237.4171905517578,75707600
29/01/2025 - 00:00,233.29182086679862,239.01152170916106,233.18220937175082,238.51329040527344,45486100
30/01/2025 - 00:00,237.825723654139,239.93821947161274,236.37089679279623,236.74954223632812,55658300
31/01/2025 - 00:00,246.31561143302469,246.31561143302469,232.61424963135997,235.16519165039062,100959800
03/02/2025 - 00:00,229.17643705581955,231.00992457632861,224.90160402054906,227.20343017578125,73063300
04/02/2025 - 00:00,226.44613087124998,232.3053359547129,225.84824721606736,231.97650146484375,45067300
05/02/2025 - 00:00,227.72162426833262,231.84697932244578,227.46254943477126,231.64768981933594,39620300
06/02/2025 - 00:00,230.47183871784506,232.9729696905443,229.61488023403817,232.39501953125,29925300
07/02/2025 - 00:00,231.77720359418535,233.1722451327125,226.4560818290891,226.8247833251953,39707200
10/02/2025 - 00:00,229.0094413336025,230.02693972945139,226.64521806905947,227.0941162109375,33115600
11/02/2025 - 00:00,227.64279618723114,234.6556296697615,227.57297502290857,232.052001953125,53718400
12/02/2025 - 00:00,230.63545743654387,236.38140252594314,230.11672290007743,236.29161071777344,45243300
13/02/2025 - 00:00,236.33153226758247,241.74826634141837,234.99480784534867,240.94024658203125,53614100
14/02/2025 - 00:00,240.66092045804314,244.9504238462646,240.40156080072015,244.00274658203125,40896200
18/02/2025 - 00:00,243.55383619329416,244.58131995427482,241.2494791133952,243.87306213378906,48822500
19/02/2025 - 00:00,244.06260076305156,245.40929524371262,242.56626341463,244.27207946777344,32204200
20/02/2025 - 00:00,244.34191013103748,246.1774135823035,243.69348816231408,245.229736328125,32316900
21/02/2025 - 00:00,245.34944139409683,248.08275639920348,244.6212281548445,244.95042419433594,53197400
24/02/2025 - 00:00,244.3319283268952,248.25234005966587,243.82317911276243,246.49664306640625,51326400
25/02/2025 - 00:00,247.3944454522674,249.38956194785018,244.3119941197594,246.43678283691406,48013300
26/02/2025 - 00:00,243.7333937698084,244.3818005030484,238.5460942392985,239.77308654785156,44433600
27/02/2025 - 00:00,238.82541422357912,241.86796980219768,236.48114634623442,236.72056579589844,41153600
28/02/2025 - 00:00,236.37142201455794,241.49887076126774,229.63790389196947,241.24948120117188,56833400
03/03/2025 - 00:00,241.19958958341564,243.43412542285543,235.53346633482454,237.4487762451172,47184000
04/03/2025 - 00:00,237.1295800554318,239.4838181516717,234.10696453181083,235.35391235351562,53798100
05/03/2025 - 00:00,234.84515699420854,235.97240266650644,228.67026910680244,235.1643829345703,47227600
06/03/2025 - 00:00,233.86756011302523,237.27920752401755,232.59068676229822,234.75538635253906,45170400
07/03/2025 - 00:00,234.53591456798168,240.78062356819368,234.1867631010968,238.4862518310547,46273600
10/03/2025 - 00:00,234.96486230654432,235.583358769024,223.6725108894593,226.92454528808594,72071200
11/03/2025 - 00:00,223.26351528828414,225.2885573705892,216.91904404485373,220.30076599121094,76137400
12/03/2025 - 00:00,219.60246770742089,221.20853706339403,214.38524243690583,216.45018005371094,62547500
13/03/2025 - 00:00,215.4227092543014,216.31053552178076,207.9110965632093,209.1680145263672,61368300
14/03/2025 - 00:00,210.7341834889886,213.42758776028128,209.06826301296118,212.96871948242188,60107600
17/03/2025 - 00:00,212.78914514941675,214.69448503570536,209.4573042902151,213.4774627685547,48073400
18/03/2025 - 00:00,213.63706605687162,214.62463892519543,210.97358751075308,212.170654296875,42432400
19/03/2025 - 00:00,213.6969181399133,218.22582565599035,213.22806456968678,214.7144317626953,54385400
20/03/2025 - 00:00,213.46749271646212,216.9589465476154,211.70181037410745,213.5772247314453,48862900
21/03/2025 - 00:00,211.04340788811464,218.30563028145062,210.764092813104,217.73703002929688,94127800
24/03/2025 - 00:00,220.460369765545,220.93919345594836,218.04628066528426,220.19102478027344,44299500
25/03/2025 - 00:00,220.23093972638688,223.55281053469957,219.54262209652958,223.2036590576172,34493600
26/03/2025 - 00:00,222.96422035625233,224.47054292972726,219.93165022699972,220.9890594482422,34466100
27/03/2025 - 00:00,220.84940592957574,224.4406214835582,220.0214308095873,223.30340576171875,37094800
28/03/2025 - 00:00,221.12873402087155,223.26350805320467,217.1484711493609,217.36793518066406,39818600
31/03/2025 - 00:00,216.48010744476517,225.06908447075043,215.7020132379398,221.58761596679688,65299300
01/04/2025 - 00:00,219.27326790744206,223.13381331282267,218.36548628233527,222.64501953125,36412700
02/04/2025 - 00:00,220.77959080525144,224.6401362151353,220.4803202973195,223.3433074951172,35905900
03/04/2025 - 00:00,205.03811566571247,206.9833664271943,200.75859747782033,202.69386291503906,103419000
04/04/2025 - 00:00,193.4165691841804,199.39194860307396,186.88255957870848,187.92002868652344,125910900
07/04/2025 - 00:00,176.76731422169505,193.6759230716255,174.19361217758157,181.0169219970703,160466300
08/04/2025 - 00:00,186.244123618335,189.87523506652792,168.79683943762106,171.99899291992188,120859500
09/04/2025 - 00:00,171.53013119082922,200.1201531468693,171.47028013366514,198.3644561767578,184395900
10/04/2025 - 00:00,188.6083530498886,194.30440235729913,182.55316692796467,189.95504760742188,121880000
11/04/2025 - 00:00,185.64558871717136,199.05275825525484,185.60567786476867,197.66615295410156,87435900
14/04/2025 - 00:00,210.9237150406947,212.42005238891582,200.66881763194172,202.02549743652344,101352900
15/04/2025 - 00:00,201.36710824854455,203.01307326666696,199.31214069618733,201.64642333984375,51343900
16/04/2025 - 00:00,197.8756484915953,200.2099310657198,191.9002692932641,193.79563903808594,59732400
17/04/2025 - 00:00,196.71848747425943,198.34451232255947,193.9452767059697,196.4990234375,52164700
21/04/2025 - 00:00,192.79807124065385,193.32677585155812,189.3465132845993,192.68833923339844,46742500
22/04/2025 - 00:00,195.64111763020085,201.097762433896,195.49148998245192,199.25228881835938,52976400
23/04/2025 - 00:00,205.49700887470834,207.4921254657249,202.30482537338813,204.10043334960938,52929200
24/04/2025 - 00:00,204.38970763388747,208.32008954356945,202.44447210591895,207.8612060546875,47311000
25/04/2025 - 00:00,205.86608387594285,209.2378355121778,205.69650080604464,208.76898193359375,38222300
28/04/2025 - 00:00,209.48723454234343,210.98357193193158,206.95344326011445,209.62689208984375,38743100
29/04/2025 - 00:00,208.18042396697467,211.72175863443914,207.86119803545407,210.69427490234375,36827600
30/04/2025 - 00:00,208.78894157113288,213.0584895980106,206.16535854293033,211.9811248779297,52286500
01/05/2025 - 00:00,208.56948083895412,214.0360957896086,208.3899124386699,212.79913330078125,57365700
02/05/2025 - 00:00,205.58677037884885,206.48458191182934,201.66637387157866,204.8485870361328,101010600
05/05/2025 - 00:00,202.6040848015313,203.60164304236298,197.72602561272546,198.40435791015625,69018500
06/05/2025 - 00:00,197.72601327833053,200.16004244803628,196.53891661034845,198.0252685546875,51216500
07/05/2025 - 00:00,198.6836658614824,198.95301083885846,192.77812311451905,195.7707977294922,68536700
08/05/2025 - 00:00,197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,50478900
09/05/2025 - 00:00,198.51409591462888,200.0503289543839,197.05765414160055,198.0452423095703,36453900
12/05/2025 - 00:00,210.7308445260501,211.03050749278242,206.5156271207593,210.55104064941406,63775800
13/05/2025 - 00:00,210.19144790738707,213.1580823159532,208.76307628033234,212.68861389160156,51909300
14/05/2025 - 00:00,212.18917192393894,213.69746987061376,210.34127831689767,212.08929443359375,49325800
15/05/2025 - 00:00,210.71086343228015,212.71859464512332,209.30245815432872,211.21029663085938,45029500
16/05/2025 - 00:00,212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,54737900
19/05/2025 - 00:00,207.67431083672193,209.24252311349682,204.02843943795537,208.54331970214844,46140500
20/05/2025 - 00:00,207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003906,42496600
21/05/2025 - 00:00,204.93741112479617,206.80528635778637,200.4824756537251,201.86090087890625,59211800
22/05/2025 - 00:00,200.48247209416806,202.52015274475195,199.4736073247078,201.13172912597656,46742400
23/05/2025 - 00:00,193.45045269257122,197.4758830409797,193.24069928507132,195.04864501953125,78432900
27/05/2025 - 00:00,198.07520901450675,200.51244545494848,197.20618488735448,199.98304748535156,56288500
28/05/2025 - 00:00,200.36260025266836,202.50017366149785,199.67338002302156,200.1927947998047,45339700
29/05/2025 - 00:00,203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,51396800
30/05/2025 - 00:00,199.14398126681596,201.73105672211125,196.55692105301176,200.622314453125,70819900
02/06/2025 - 00:00,200.05295557621693,201.9008644592711,199.89313329888972,201.47134399414062,35423300
03/06/2025 - 00:00,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003906,46381600
04/06/2025 - 00:00,202.67998220748078,206.00620910456834,201.8709028727957,202.590087890625,43604000
05/06/2025 - 00:00,203.26931435006063,204.5178973620389,199.92310578136215,200.40257263183594,55126100
06/06/2025 - 00:00,202.76987228695742,205.4668084267123,201.82095228760733,203.68882751464844,46607700
09/06/2025 - 00:00,204.15830357568726,205.76647909477697,199.79326227022588,201.2216339111328,72862600
10/06/2025 - 00:00,200.3726011094186,204.11835001917973,200.34263633745982,202.44024658203125,54672600
11/06/2025 - 00:00,203.26930749599725,204.26817387189894,198.18508130061548,198.55465698242188,60989900
12/06/2025 - 00:00,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600
13/06/2025 - 00:00,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300
16/06/2025 - 00:00,197.07634287373045,198.46476655376847,196.33717625414866,198.195068359375,43020700
17/06/2025 - 00:00,196.97644196425614,198.16509536417735,194.98870767431248,195.418212890625,38856200
18/06/2025 - 00:00,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700
20/06/2025 - 00:00,198.01527480684123,201.47134391409438,196.6368343380514,200.7721405029297,96813500
23/06/2025 - 00:00,201.40143343464243,202.07067208145295,198.73446202428119,201.27157592773438,55814300
24/06/2025 - 00:00,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000
25/06/2025 - 00:00,201.2216365357081,203.43912119943792,200.39257558111612,201.33151245117188,39525700
26/06/2025 - 00:00,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100
27/06/2025 - 00:00,201.66113009938155,202.98962419564972,199.77327327657756,200.85205078125,73188600
30/06/2025 - 00:00,201.78098710410558,207.15489297707504,199.0341046248948,204.93740844726562,91912800
01/07/2025 - 00:00,206.4357061767528,209.95171998702364,205.90630823197938,207.58441162109375,78788900
02/07/2025 - 00:00,208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800
03/07/2025 - 00:00,211.90950026104147,214.40666625629999,211.56988934364432,213.30792236328125,34955800
07/07/2025 - 00:00,212.43889126622693,215.9848699115094,208.56330013289198,209.7119903564453,50229000
08/07/2025 - 00:00,209.86183643928914,211.1903153368944,208.213697736729,209.7719268798828,42848900
09/07/2025 - 00:00,209.2924745188519,211.09043707809712,206.98509558510867,210.90065002441406,48749400
10/07/2025 - 00:00,210.27134950514616,213.23798377907798,209.7918979255535,212.16920471191406,44443600
11/07/2025 - 00:00,210.33129628612954,211.88952536572023,209.6220944658076,210.92062377929688,39765800
14/07/2025 - 00:00,209.69201166358403,210.67091168904602,207.3047216270235,208.3834991455078,38840100
15/07/2025 - 00:00,208.9828312368767,211.64980271899068,208.6831682659836,208.87295532226562,42296300
16/07/2025 - 00:00,210.06160887608695,212.1592191902425,208.40348697906978,209.92176818847656,47490500
17/07/2025 - 00:00,210.33130094399476,211.5599023237274,209.35240091776063,209.78192138671875,48068100
18/07/2025 - 00:00,210.63095139102305,211.54990664350106,209.46227954032304,210.9405975341797,48974600
21/07/2025 - 00:00,211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400
22/07/2025 - 00:00,212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100
23/07/2025 - 00:00,214.75626907170553,214.90609293027538,212.1692088371252,213.9072265625,46989300
24/07/2025 - 00:00,213.65751035981805,215.44548969662856,213.28793468034502,213.51766967773438,46022600
25/07/2025 - 00:00,214.45660521718813,214.9960015887686,213.15807589620647,213.63754272460938,40268800
28/07/2025 - 00:00,213.78737619229818,214.60645396318566,212.81847455673218,213.80735778808594,37858000
29/07/2025 - 00:00,213.93719187335407,214.5664825639156,210.58101550100253,211.03050231933594,51411700
30/07/2025 - 00:00,211.65977882345743,212.14922883427738,207.48452469073794,208.81301879882812,45512500
31/07/2025 - 00:00,208.25365677749065,209.60211724381097,206.92516266487007,207.33470153808594,80698400
01/08/2025 - 00:00,210.63095505795985,213.33788973606855,201.27158167093614,202.1505889892578,104434500
04/08/2025 - 00:00,204.27816503495924,207.64435521756303,201.4513712516652,203.11949157714844,75109300
05/08/2025 - 00:00,203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503906,44155100
06/08/2025 - 00:00,205.39689808550258,215.1358452662651,205.35693489516686,213.0082550048828,108483100
07/08/2025 - 00:00,218.63187314031333,220.59964108330854,216.33447747046458,219.7805633544922,90224800
08/08/2025 - 00:00,220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000
11/08/2025 - 00:00,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100
12/08/2025 - 00:00,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200
13/08/2025 - 00:00,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500
14/08/2025 - 00:00,234.05499267578125,235.11000061035156,230.85000610351562,232.77999877929688,49379782
